"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
55,"NCT03996473","Study to Test the Safety and How Radium-223 Dichloride an Alpha Particle-emitting Radioactive Agent Works in Combination With Pembrolizumab an Immune Checkpoint Inhibitor in Patients With Stage IV Non-small Cell Lung Cancer With Bone Metastases",,"Recruiting","No Results Available","Carcinoma, Non-Small-Cell Lung","Drug: Radium-223 dichloride (Xofigo, BAY 88-8223)|Drug: Pembrolizumab","Number of participants with adverse events (AEs) in Phase 1|Number of participants with dose limiting toxicities (DLTs) in Phase 1|Objective response rate (ORR) per Response Evaluation Criteria in Solid Tumors (RECIST) v1.1 in Phase 2|ORR per RECIST v1.1 in Phase 1|ORR per iRECIST in Phase 1|Duration of response (DOR) per RECIST v1.1 in Phase 1|DOR per iRECIST in Phase 1|Disease control rate (DCR) per RECIST v1.1 in Phase 1|DCR per iRECIST in Phase 1|ORR per iRECIST in Phase 2|DOR per RECIST v1.1 in Phase 2|DOR per iRECIST in Phase 2|DCR per RECIST v1.1 in Phase 2|DCR per iRECIST in Phase 2|Progression free survival (PFS) per RECIST v1.1 in Phase 2|PFS per iRECIST in Phase 2|Overall survival (OS) in Phase 2|Number of participants with AE in Phase 2","Bayer|Merck Sharp & Dohme Corp.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","164","Industry","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","19781|2018-003704-39","March 10, 2020","April 30, 2023","July 30, 2023","June 24, 2019",,"June 3, 2020","Highlands Oncology Group, PA, Fayetteville, Arkansas, United States|Ccare San Marcos Cancer Center & Urology, San Marcos, California, United States|Cancer Treatment Centers of America, Atlanta, Newnan, Georgia, United States|Comprehensive Cancer Centers of Nevada, Las Vegas, Nevada, United States|Regional Cancer Care Associates, LLC, Somerset, New Jersey, United States|Stony Brook University Medical Center, Stony Brook, New York, United States|Levine Cancer Institute, Charlotte, North Carolina, United States|Oncology/Hematology Care (OHC) Clinical Trials, LLC, Cincinnati, Ohio, United States|CTCA Southwestern, Tulsa, Oklahoma, United States|St. Luke's University Health Network System, Bethlehem, Pennsylvania, United States|UPMC Shadyside, Pittsburgh, Pennsylvania, United States|Carilion Clinic, Roanoke, Virginia, United States|UZ Brussel, Bruxelles - Brussel, Belgium|UZ Gent, Gent, Belgium|CHU de Liège, Liege, Belgium|CHU UCL Namur, Namur, Belgium|Universitätsklinikum der Johann Wolfgang Goethe Universität, Frankfurt, Hessen, Germany|Medizinische Einrichtungen der Universität Bonn, Bonn, Nordrhein-Westfalen, Germany|Klinikum der Stadt Köln gGmbH - Krankenhaus Merheim, Köln, Nordrhein-Westfalen, Germany|Krankenhaus Grosshansdorf, Grosshansdorf, Germany|Edith Wolfson Medical Center, Holon, Israel|Meir Medical Center, Kfar Saba, Israel|Tel-Aviv Sourasky Medical Center, Tel Aviv, Israel|A.O.U. di Parma, Parma, Emilia-Romagna, Italy|IRCCS Istituto Europeo di Oncologia (IEO), Milano, Lombardia, Italy|IRCCS Fondazione Policlinico San Matteo, Pavia, Lombardia, Italy|Nederlands Kanker Instituut, Amsterdam, Netherlands|Centrum Onkologii im. Prof. Franciszka Lukaszczyka, Bydgoszcz, Poland|Wojskowy Instytut Medyczny, Warszawa, Poland|Uniwersytecki Szpital Kliniczny UM we Wroclawiu, Wroclaw, Poland|Institut Català d'Oncologia Badalona, Badalona, Barcelona, Spain|Hospital Universitario Clinica Puerta de Hierro, Majadahonda, Madrid, Spain|Ciutat Sanitària i Universitaria de la Vall d'Hebron, Barcelona, Spain|Hospital Clínic i Provincial de Barcelona, Barcelona, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Royal Marsden NHS Trust (Surrey), Sutton, Surrey, United Kingdom|Freeman Hospital, Newcastle Upon Tyne, Tyne And Wear, United Kingdom|Leeds teaching Hospitals, Leeds, West Yorkshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03996473"
56,"NCT03616834","Tomivosertib (eFT-508) in Combination With PD-1/PD-L1 Inhibitor Therapy",,"Active, not recruiting","No Results Available","Solid Tumors","Drug: Tomivosertib (eFT-508)","Proportion of subjects with treatment-emergent AEs (TEAEs) and serious AEs (SAEs)|Overall Response Rate (ORR) as determined by RECIST 1.1|Progression Free Survival (PFS) as determined by RECIST 1.1|ORR as determined by iRECIST|PFS as determined by iRECIST|Overall survival","Effector Therapeutics","All","18 Years and older   (Adult, Older Adult)","Phase 2","39","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","eFT508-0010","July 25, 2018","March 2020","May 2020","August 6, 2018",,"December 5, 2019","University of Arizona - Cancer Center, Tucson, Arizona, United States|Pacific Shores Medical Group, Long Beach, California, United States|Hoag Memorial Hospital Presbyterian, Los Angeles, California, United States|USC Norris Comprehensive Cancer Center, Los Angeles, California, United States|St. Mary's Medical Center, San Francisco, California, United States|St. Joseph Heritage Healthcare, Santa Rosa, California, United States|Columbus Regional Research Institute, Columbus, Georgia, United States|Saint Alphonsus Regional Medical Center, Boise, Idaho, United States|Indiana University Health Melvin & Bren Simon Cancer Center, Indianapolis, Indiana, United States|Anne Arundel Medical Center, Annapolis, Maryland, United States|Karmanos Cancer Institute, Detroit, Michigan, United States|Gabrail Cancer Center, Canton, Ohio, United States|Universty of Toledo Medical Center, Toledo, Ohio, United States|Providence Portland Medical Center, Portland, Oregon, United States|Spartanburg Medical Center, Spartanburg, South Carolina, United States|Avera Cancer Institute, Sioux Falls, South Dakota, United States|Oncology Consultants, Houston, Texas, United States|Virginia Cancer Specialists, PC, Fairfax, Virginia, United States|University of Wisconsin Clinical Science Center, Madison, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT03616834"
57,"NCT04317105","Testing the Addition of an Anti-cancer Drug, Copanlisib, to the Usual Immunotherapy (Nivolumab With or Without Ipilimumab) in Patients With Advanced Solid Cancers That Have Changes in the Following Genes: PIK3CA and PTEN",,"Not yet recruiting","No Results Available","Advanced Malignant Solid Neoplasm|Metastatic Malignant Solid Neoplasm|Unresectable Malignant Solid Neoplasm","Drug: Copanlisib Hydrochloride|Biological: Ipilimumab|Biological: Nivolumab","Incidence of adverse events and serious adverse events|Incidence of dose limiting toxicities (DLTs)|Objective response (OR) rate (complete response [CR] + partial response [PR])|Clinical benefit rate (OR + stable disease [SD] > 6 months)|Progression free survival (PFS)|Overall survival (OS)","National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","102","NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NCI-2020-01917|NCI10221|10221|UM1CA186688","May 6, 2020","December 31, 2022","December 31, 2022","March 23, 2020",,"April 8, 2020",,,"https://ClinicalTrials.gov/show/NCT04317105"
58,"NCT03955198","A Study Evaluating the Efficacy of the Combination of Hypofractionated Stereotactic Radiation Therapy With the Anti-PDL1 Immune Checkpoint Inhibitor Durvalumab in NSCLC Patients With 1 to 4 Brain Metastases","SILK BM","Recruiting","No Results Available","Brain Metastases|NSCLC","Radiation: Radiotherapy|Combination Product: Radiotherapy + durvalumab","Time to intra-cranial progression according to Response Assessment in Neuro-Oncology Brain Metastases (RANO-BM) criteria|Progression-free survival|Safety will be assessed by the toxicity grading of the National Cancer Institute Common Terminology Criteria for Adverse Events (NCI-CTCAE v 5.0)|Quality of life will be evaluated using the EORTC QLQ-C30 (European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire - Core 30)|Quality of life will be evaluated using European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire - Brain Cancer Module","Institut Claudius Regaud","All","18 Years and older   (Adult, Older Adult)","Phase 2","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18POUM06","March 2020","December 2021","July 2024","May 20, 2019",,"March 3, 2020","Centre Hospitalier Universitaire, Lyon, France|Institut Cancerologie de L'Ouest, Saint-Herblain, France|Institut Universitaire du Cancer Toulouse - Oncopole, Toulouse, France",,"https://ClinicalTrials.gov/show/NCT03955198"
59,"NCT03406858","Pembrolizumab and HER2Bi-Armed Activated T Cells in Treating Patients With Metastatic Castration Resistant Prostate Cancer",,"Recruiting","No Results Available","Castration Levels of Testosterone|Castration-Resistant Prostate Carcinoma|Prostate Carcinoma Metastatic in the Bone|PSA Progression|Stage IV Prostate Adenocarcinoma AJCC v7","Biological: HER2Bi-Armed Activated T Cells|Other: Laboratory Biomarker Analysis|Biological: Pembrolizumab","Progression-free survival","Barbara Ann Karmanos Cancer Institute|National Cancer Institute (NCI)","All","19 Years and older   (Adult, Older Adult)","Phase 2","33","Other|NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2015-135|NCI-2017-02156|P30CA022453","June 7, 2018","December 1, 2019","December 1, 2019","January 23, 2018",,"September 21, 2018","Wayne State University/Karmanos Cancer Institute, Detroit, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT03406858"
60,"NCT02109328","Alisertib in Chemotherapy-pretreated Urothelial Cancer",,"Completed","No Results Available","Bladder Cancer|Transitional Cell Carcinoma","Drug: Alisertib|Drug: Paclitaxel|Drug: Placebo","Response rate|Progression-free survival|To evaluate the safety and tolerability of Alisertib in a population of chemotherapy pretreated patients with UC.","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano","All","18 Years and older   (Adult, Older Adult)","Phase 2","22","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","UC-Aurora_INT01|2014-000557-36","August 28, 2014","July 2, 2015","October 12, 2016","April 9, 2014",,"April 11, 2019","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano, Mi, Italy",,"https://ClinicalTrials.gov/show/NCT02109328"
61,"NCT04262466","Safety and Efficacy of IMC-F106C as a Single Agent and in Combination With Checkpoint Inhibitors",,"Recruiting","No Results Available","Select Advanced Solid Tumors","Drug: IMC-F106C|Drug: anti-PD(L)1","Phase 1: Incidence of Dose-limiting toxicity (DLT)s|Phase 1: incidence and severity of adverse events (AE) and serious adverse events (SAE)|Phase 1: changes in laboratory parameters|Phase 1: changes in vital signs|Phase 1: changes in electrocardiogram parameters|Phase 1: dose interruptions, reductions, and discontinuations|Phase 2: Best overall response (BOR)|Phase I: Best Overall Response (BOR)|Progression-free survival (PFS)|Duration of response (DOR)|Overall survival|Pharmacokinetics Area under the plasma concentration-time curve (AUC)|Pharmacokinetics The maximum observed plasma drug concentration (Cmax)|Pharmacokinetics The time to reach maximum plasma concentration (Tmax)|Pharmacokinetics The elimination half-life (t1/2)|Incidence of anti-IMC-F106C antibody formation|Changes in lymphocyte counts over time|Changes in serum cytokines over time","Immunocore Ltd","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","170","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IMC-F106C-101","February 25, 2020","February 2022","February 2024","February 10, 2020",,"April 21, 2020","University of Oklahoma Peggy and Charles Stephenson Cancer Center, Oklahoma City, Oklahoma, United States|Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States|Sarah Cannon Research Institute, Nashville, Tennessee, United States|MD Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT04262466"
62,"NCT04179110","Study of Pembrolizumab and Ramucirumab in Pts With Progressive TCC After Treatment With an Immune Checkpoint Inhibitor",,"Not yet recruiting","No Results Available","Transitional Cell Carcinoma","Drug: Pembrolizumab and Ramucirumab","Overall response rate (ORR)|Progression free survival (PFS)|Overall survival (OS)","Yale University","All","18 Years and older   (Adult, Older Adult)","Phase 2","28","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2000022801","May 15, 2020","December 15, 2022","June 15, 2023","November 27, 2019",,"March 31, 2020",,,"https://ClinicalTrials.gov/show/NCT04179110"
63,"NCT03092856","Axitinib With or Without Anti-OX40 Antibody PF-04518600 in Treating Patients With Metastatic Kidney Cancer",,"Recruiting","No Results Available","Clear Cell Renal Cell Carcinoma|Metastatic Renal Cell Cancer|Recurrent Renal Cell Carcinoma|Stage IV Renal Cell Cancer","Biological: Anti-OX40 Antibody PF-04518600|Drug: Axitinib|Other: Laboratory Biomarker Analysis|Other: Placebo","Progression‐free survival (PFS)|Incidence of unacceptable toxicity|ORR defined as either complete response or partial response occurring any time during treatment and assessed by RECIST 1.1 and immune-related RECIST (irRECIST) criteria","University of Southern California|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 2","104","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","4K-16-5|NCI-2017-00223|P30CA014089","July 19, 2017","July 19, 2021","July 19, 2022","March 28, 2017",,"February 17, 2020","Los Angeles County-USC Medical Center, Los Angeles, California, United States|USC / Norris Comprehensive Cancer Center, Los Angeles, California, United States|USC Norris Oncology/Hematology-Newport Beach, Newport Beach, California, United States|University of California Davis Comprehensive Cancer Center, Sacramento, California, United States|University of Kansas Cancer Center, Kansas City, Kansas, United States|Weill Cornell Medical College, New York- Presbyterian Hospital, New York, New York, United States|Cleveland Clinic Taussig Cancer Institute, Case Comprehensive Cancer Center, Cleveland, Ohio, United States|Ohio State University Comprehensive Cancer Center, Columbus, Ohio, United States|University of Pittsburgh Cancer Institute (UPCI), Pittsburgh, Pennsylvania, United States|University of Virginia Cancer Center, Charlottesville, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT03092856"
64,"NCT03347838","Nivolumab for the Reversal of Squamous Dysplasia in High Risk Current and Former Smokers",,"Recruiting","No Results Available","Bronchial Dysplasia|Tobacco Smoking|History of Non-Small Cell Lung Cancer|History of Head and Neck Cancer","Drug: Nivolumab","Improvement in endobronchial histology|Incidence of immune-related adverse events (irAEs)|Additional endobronchial histology endpoints using the 2004 WHO classification scale for pre-invasive squamous lesions of the bronchus","University of Colorado, Denver|Bristol-Myers Squibb","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","42","Other|Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-1492.cc","December 6, 2018","July 2021","December 2021","November 20, 2017",,"May 14, 2020","University of Colorado Anschutz Medical Campus, Aurora, Colorado, United States|Denver VA Hospital, Denver, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT03347838"
65,"NCT02797964","A Phase 1/2 Trial of SRA737 in Subjects With Advanced Cancer",,"Completed","No Results Available","Advanced Solid Tumors or Non-Hodgkin's Lymphoma (NHL)","Drug: SRA737","Number of subjects with adverse events as assessed by CTCAE 4.03|Maximum tolerated dose of SRA737|Recommended Phase 2 dose of SRA737|Objective response rate of SRA737","Sierra Oncology, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","112","Industry","Interventional","Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SRA737-01","July 2016","October 28, 2019",,"June 14, 2016",,"December 11, 2019","Royal Marsden Hospital, Sutton, London, United Kingdom|Belfast City Hospital, Belfast, Northern Ireland, United Kingdom|Oxford University Hospitals, Headington, Oxford, United Kingdom|Velindre Cancer Centre - Cardiff, Cardiff, Whitchurch, United Kingdom|The Clatterbridge Cancer Centre, Bebington, Wirral, United Kingdom|Western General Hospital, Edinburgh, United Kingdom|The Beatson West of Scotland Cancer Centre, Glasgow, United Kingdom|The Leeds Teaching Hospitals of St James University Hospital, Leeds, United Kingdom|University Hospitals of Leicester, Leicester, United Kingdom|Guy's and St. Thomas, London, United Kingdom|Sarah Cannon Research Institute, London, United Kingdom|University College London Hospitals, London, United Kingdom|The Christie, Manchester, United Kingdom|Freeman Hospital, Newcastle upon Tyne, United Kingdom|Sheffield Teaching Hospitals, Sheffield, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02797964"
