"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
133,"NCT02690948","Pembrolizumab With or Without Vismodegib in Treating Metastatic or Unresectable Basal Cell Skin Cancer",,"Completed","Has Results","Skin Basal Cell Carcinoma","Biological: Pembrolizumab|Drug: Vismodegib","Overall Response Rate (ORR)|Percentage of Participants Experiencing Adverse Events|Related Adverse Events|Duration of Response (DOR)|Overall Survival (OS)|Progression-free Survival (PFS)","Anne Chang|Merck Sharp & Dohme Corp.|National Cancer Institute (NCI)|Stanford University","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","16","Other|Industry|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRB-34925|NCI-2015-01869|350|P30CA124435|SKIN0031","February 1, 2016","November 30, 2017","August 29, 2018","February 24, 2016","March 8, 2019","March 8, 2019","Stanford University School of Medicine, Palo Alto, California, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/48/NCT02690948/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02690948"
134,"NCT04034225","Addition of SNS-301 to Ongoing Checkpoint Inhibitor Treatment in Metastatic/Recurrent SCCHN",,"Recruiting","No Results Available","Squamous Cell Carcinoma of the Head and Neck","Drug: SNS-301|Drug: Pembrolizumab","Adverse events of SNS-301 in addition to pembrolizumab|Objective response rate by RECIST and iRECIST|Duration of response by RECIST 1.1 and iRECIST|Disease control rate by RECIST 1.1 and iRECIST|Progression free survival by RECIST 1.1 and iRECIST|Overall survival|Antigen-specific response|T cell and B cell activation response|Myeloid derived suppressor cell analysis|TCR sequencing|Immune gene transcript profiling|Profiling of pro-inflammatory/immunosuppressive molecules","Sensei Biotherapeutics, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","30","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SNS-301-2-2","November 11, 2019","February 1, 2021","February 1, 2022","July 26, 2019",,"May 26, 2020","University of California - San Francisco, San Francisco, California, United States|Christiana Care, Newark, Delaware, United States|Georgetown University, Washington, District of Columbia, United States|Emory University, Atlanta, Georgia, United States|Rush University, Chicago, Illinois, United States|Washington University, Saint Louis, Missouri, United States|Mt. Sinai, New York, New York, United States|New Orleans Clinical Research, Knoxville, Tennessee, United States|University of Wisconsin, Madison, Wisconsin, United States",,"https://ClinicalTrials.gov/show/NCT04034225"
135,"NCT02718820","Pembrolizumab Plus Docetaxel for the Treatment of Recurrent or Metastatic Head and Neck Cancer",,"Active, not recruiting","No Results Available","Head and Neck Carcinoma","Drug: Docetaxel|Drug: Pembrolizumab","Overall response rate|Best overall response categories i.e. complete response (CR), partial response (PR), stable disease (SD) and progressive disease (PD) given in percentages of the total study population|Individual duration of response over time|To report changes in the in health-related quality-of-life scores per patient measured according to the European Organisation for Research and Treatment of Cancer (EORTC) quality of life questionnaire (QLQ) C-30 scoring manual|To report changes in the in health-related quality-of-life scores per patient measured according to the European Organisation for Research and Treatment of Cancer (EORTC) quality of life questionnaire (QLQ) H&N35 scoring manual|Median Overall Survival (OS)|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0|Median Progression Free Survival (PFS)","Medical University of Vienna","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","22","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PemDoc II","March 2016","August 2020","August 2020","March 24, 2016",,"February 7, 2020","Medical University of Vienna, Vienna, Austria",,"https://ClinicalTrials.gov/show/NCT02718820"
136,"NCT03966209","Safety and Efficacy of PD-1 Inhibitors in Patients With Liver Transplant",,"Recruiting","No Results Available","Hepatocellular Carcinoma|Liver Transplantation","Drug: JS001(PD-1 inhibitor)","Serious Adverse Event Rate|Acute Graft Rejection Rate|Objective Response Rate|Progression Free Survival Rate|Over all survival Rate","Shanghai Zhongshan Hospital","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","JS001LT","May 1, 2019","April 30, 2021","October 31, 2022","May 29, 2019",,"May 31, 2019","Shanghai Zhongshan Hospital, Shanghai, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03966209"
137,"NCT03274479","PBF-1129 in Patients With NSCLC",,"Recruiting","No Results Available","Locally Advanced or Metastatic NSCLC","Drug: PBF-1129","Maximum Tolerated Dose (MTD) of PBF-1129|Time to PBF-1129 peak concentration in plasma ""Tmax""|Time to PBF-1129 peak concentration in plasma at steady state ""Tmax,ss""|PBF-1129 peak concentration in plasma ""Cmax""|PBF-1129 peak concentration in plasma at steady state""Cmax,ss""|The area under PBF-1129 plasma concentration-time curve to infinite time ""AUC(0-inf)""|The area under PBF-1129 plasma concentration-time curve up to time 't' ""AUC(0-t)""|The area under PBF-1129 plasma concentration-time curve over the dosing interval ""AUC(0-τ)""|PBF-1129 half-life in plasma "" t½""|Efficacy as measured by Objective response rate (ORR)|Efficacy as measured by Disease control rate (DCR)|Efficacy as measured by duration of response (DoR)|Efficacy as measured by progression-free survival (PFS)|Efficacy as measured by overall survival (OS)","Palobiofarma SL|Ohio State University","All","18 Years and older   (Adult, Older Adult)","Phase 1","18","Industry|Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PBF-1129CT_03","October 1, 2018","November 1, 2019","December 31, 2019","September 7, 2017",,"November 6, 2018","Division of medical Oncology A450B Starling Loving Hall, Ohio City, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT03274479"
138,"NCT02574533","Pilot Study of Vigil™ + Pembrolizumab for Advanced Melanoma",,"Completed","No Results Available","Melanoma Recurrent|Malignant Melanoma|Melanoma","Biological: Vigil|Drug: Pembrolizumab","Tumor Immune-Related Response to Vigil and Vigil + Pembrolizumab|Best Overall Response Rate (ORR) to Vigil and Vigil + Pembrolizumab|Toxicities and AEs for Vigil + Pembrolizumab according to the Common Toxicity Criteria for Adverse Events (CTCAE) Version 4.03","Gradalis, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1","2","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CL-PTL-123","October 2015","September 2017","September 2017","October 14, 2015",,"September 27, 2017","Texas Oncology P.A., Texas Cancer Center, Abilene, Texas, United States|Mary Crowley Medical Research Centers, Dallas, Texas, United States|Cancer Care Northwest, Spokane, Washington, United States",,"https://ClinicalTrials.gov/show/NCT02574533"
139,"NCT03493932","Cytokine Microdialysis for Real-Time Immune Monitoring in Glioblastoma Patients Undergoing Checkpoint Blockade",,"Recruiting","No Results Available","Glioblastoma","Drug: Nivolumab|Drug: BMS-986016","Increase of interferon gamma levels|Microdialysis safety|Drug Safety","National Institute of Neurological Disorders and Stroke (NINDS)|National Institutes of Health Clinical Center (CC)","All","18 Years and older   (Adult, Older Adult)","Phase 1","25","NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","180077|18-N-0077","September 24, 2018","June 1, 2021","June 1, 2021","April 11, 2018",,"May 27, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT03493932"
140,"NCT03754179","Dabrafenib/Trametinib/Hydroxychloroquine for Advanced Pretreated BRAF V600 Mutant Melanoma","COMBI-R2","Recruiting","No Results Available","Melanoma","Drug: Dabrafenib|Drug: Trametinib|Drug: Hydroxychloroquine","Ph. 1: incidence of adverse events of DAB, TRA and HCQ|Ph. 2 Arm A: objective response rate (ORR) of DAB, TRA and HCQ|Ph. 1: objective response rate (ORR) of DAB, TRA and HCQ|Ph. 1: progression-free survival (PFS) on DAB, TRA and HCQ|Ph. 1: overall survival (OS) on DAB, TRA and HCQ|Ph. 1: value of BRAF V600 mutant circulating tumor DNA (ctDNA) as a predictive and/or prognostic marker during treatment DAB, TRA and HCQ|Ph. 2 Arm B: objective response rate 1 (ORR 1) of DAB and TRA prior to the addition of HCQ at progression of disease|Ph. 2 Arm B: objective response rate 2 (ORR 2) of DAB and TRA following the addition of HCQ at progression of disease|Ph. 2 Arm A: progression-free survival (PFS) on DAB, TRA and HCQ|Ph. 2 Arm A: overall survival (OS) on DAB, TRA and HCQ|Ph. 2 Arm B: progression-free survival 1 (PFS 1) on DAB and TRA prior to the addition of HCQ|Ph. 2 Arm B: progression-free survival 2 (PFS 2) on DAB and TRA following the addition of HCQ|Ph. 2 Arm B: overall survival 1 (OS 1) on DAB and TRA prior to the addition of HCQ|Ph. 2 Arm B: overall survival 2 (OS 2) on DAB and TRA following the addition of HCQ|Ph. 2 Arm B: overall survival 3 (OS 3) on DAB and TRA following the addition of HCQ|Ph. 2 Arm A and B: incidence of adverse events of DAB, TRA and HCQ|Ph. 2 Arm A and B: value of BRAF V600 mutant circulating tumor DNA (ctDNA) as a predictive and/or prognostic marker during treatment with DAB, TRA and HCQ","Universitair Ziekenhuis Brussel|University Hospital, Ghent","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","63","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2017-BN-004","January 23, 2018","February 1, 2020","December 1, 2020","November 27, 2018",,"December 7, 2018","UZ Brussel, Jette, Brabant, Belgium",,"https://ClinicalTrials.gov/show/NCT03754179"
141,"NCT03893903","AMPLIFYing NEOepitope-specific VACcine Responses in Progressive Diffuse Glioma","AMPLIFY-NEOVAC","Recruiting","No Results Available","Malignant Glioma","Drug: IDH1R132H peptide vaccine|Drug: Avelumab","safety and tolerability: Regime Limiting Toxicity|immunogenicity of the IDH1 peptide vaccine|Frequency of Treatment-Emergent Adverse Events (Assessment of Tolerability)|Objective response rate (ORR) to assess the efficacy of Avelumab in association with the number of non-synonymous mutations in the tumor tissue.|Overall survival (OS)|Progression-free survival (PFS)|Objective response rate (ORR)|Association between immunogenicity and Objective response rate (ORR)|Association between immunogenicity and Progression-free Survival (PFS)|Association between immunogenicity and Overall survival (OS)","German Cancer Research Center","All","18 Years and older   (Adult, Older Adult)","Phase 1","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NCT-2016-0458|2017-000587-15|NOA-21","October 19, 2018","August 2021","August 2022","March 28, 2019",,"March 28, 2019","Charité Berlin, Neurosurgery, Berlin, Germany|University Hospital Dresden, Neurosurgery, Dresden, Germany|Essen University Hospital, Neurooncology, Essen, Germany|University Hospital Frankfurt, Neurooncology, Frankfurt/Main, Germany|University Hospital Heidelberg, Neurology Clinic, Heidelberg, Germany|Mannheim University Hospital, Mannheim, Germany|LMU, University Hospital Munich, Munich, Germany|Katharinenhospital Stuttgart, Neurosurgery, Stuttgart, Germany|University Hospital Tuebingen, Neurooncology, Tuebingen, Germany",,"https://ClinicalTrials.gov/show/NCT03893903"
142,"NCT03422094","Neoantigen-based Personalized Vaccine Combined With Immune Checkpoint Blockade Therapy in Patients With Newly Diagnosed, Unmethylated Glioblastoma",,"Active, not recruiting","No Results Available","Glioblastoma","Biological: NeoVax|Biological: Nivolumab|Biological: Ipilimumab|Procedure: Research blood draw|Procedure: Leukapheresis for research","Safety and tolerability of regimen as measured by a <= 33% dose-limiting toxicity (DLT) rate for a given cohort|Feasibility of generating a personalized neoantigen peptide vaccine as measured by the ability to identify candidate tumor-specific neoantigens|Feasibility of generating a personalized neoantigen peptide vaccine as measured by the the ability to manufacture a neoantigen-based synthetic long peptide vaccine|Feasibility of generating a personalized neoantigen peptide vaccine as measured by the ability to administer the vaccine to a patient at 4 weeks post-completion of radiotherapy|Immunogenicity of a personalized neoantigen peptide vaccine as measured by the ability to generate a measurable neoantigen-specific T cell response in vaccinated patients|Immunogenicity of a personalized neoantigen peptide vaccine as measured by the number of individual neoantigens per number of neoantigens vaccinated against, with which a measurable T cell-specific response|Number of high quality candidate neoantigens present in patients with newly diagnosed glioblastoma|Progression-free (PFS) survival rate|Overall survival (OS) rate","Washington University School of Medicine|Bristol-Myers Squibb","All","18 Years and older   (Adult, Older Adult)","Phase 1","3","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","201804195","October 31, 2018","May 25, 2020","February 26, 2021","February 5, 2018",,"June 2, 2020","Washington University School of Medicine, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT03422094"
143,"NCT03354962","Induction of Immune-mediated aBscOpal Effect thrOugh STEreotactic Radiation Therapy in Metastatic Melanoma Patients Treated by PD-1 + CTLA-4 Inhibitors (BOOSTER MELANOMA)",,"Recruiting","No Results Available","Melanoma","Combination Product: Nivolumab + Ipilimumab|Combination Product: Combined treatment schema","Phase I: Dose Limiting Toxicities (DLT) incidence.|Phase I: Abscopal effect.|Phase II: The primary endpoint is the rate of patients alive without progression at 6 months.|Phase I: Safety will be evaluated using NCI CTCAE V4.03 criteria.|Phase II: Progression Free Survival (PFS) is defined as the time from inclusion until progression or death.|Phase II: Safety will be evaluated using NCI CTCAE V4.03.|Phase II: Pattern of response rate will be followed in irradiated and non-irradiated lesions separately by CT-scan evaluation using RECIST V1.1.","Institut Claudius Regaud","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17 CUTA 11","October 15, 2018","September 2022","March 2024","November 28, 2017",,"August 8, 2019","Chu Bordeaux, Bordeaux, France|Centre Oscar Lambret, Lille, France|Centre Eugene Marquis, Rennes, France|Institut Universitaire du Cancer de Toulouse - Oncopole, Toulouse, France",,"https://ClinicalTrials.gov/show/NCT03354962"
